CHARACTER	KARLGREN	KARLGRENCODE	XIESHENG	PINYIN	MCH
撞	1188	f'	童	zhuàng	draewng
撟	1138	j	喬	jiǎo	kjewX
撢	0646	h	覃	dǎn	thom
撤	0286	b	徹	chè	trhjet
撤	0286	b	徹	chè	drjet
撥	0275	d	發	bō	pat
撫	0103	p	𣞤	fǔ	phjuX
播	0195	p	番	bō	paH
撮	0325	e	最	cuō	tswajH
撮	0325	e	最	cuō	tshwat
撰	0433	g	㢲	zhuàn	dzrjwenX
撲	1211	j	菐	pū	phuwk
撻	0271	d	達	tà	that
撽	1162	g	?	qiào	khek
撽	1162	g	?	qiào	khewH
擁	1184	k	雝	yōng	'jowngX
擅	0148	o	亶	shàn	dzyenH
擇	0790	n	睪	zé	draek
擉	1224	r	?	chuò	tsrhaewk
擊	0854	b	𣪠	jī	kek
操	1134	m	喿	cāo	tshawH
操	1134	m	喿	cāo	tshawX
擎	0813	k	?	qíng	gjaeng
擐	0256	u	瞏	huàn	hwaenH
擒	0651	n	禽	qín	gim
擔	0619	k	詹	dān	dzyem
擔	0619	k	詹	dān	tamH
擔	0619	k	詹	dān	dzyemH
擗	0853	j	?	pǐ	bjiek
擘	0853	p	辟	bāi	peak
據	0803	f	豦	jù	kjoH
擠	0593	n	齊	jǐ	tsej
擠	0593	n	齊	jǐ	tsejX
擠	0593	n	齊	jǐ	tsejH
擢	1124	g	翟	zhuó	draewk
擣	1090	r	𠷎	dǎo	drjuwH
擣	1090	r	𠷎	dǎo	tawX
擥	0609	i	監	lǎn	lamX
擩	0238	k	?	rǔ	nywet
擪	0616	g	厭	yè	'jiemX
擬	0956	d	疑	nǐ	ngiX
擭	0784	l	蒦	wò	'waek
擯	0389	h	賓	bìn	pjinH
擴	0707	t	廣	kuò	khwak
擷	0393	z	頡	xié	het
擸	0637	d	巤	liè	ljep
擾	1152	a	夒	rǎo	nyewX
擿	0877	t	適	tī	drjek
攀	0263	d	樊	pān	phaen
攄	0069	x	?	shū	trhjo
攓	0143	i	?	qiān	kjenX
攓	0143	i	?	qiān	kjonX
攕	0620	h	韱	xiān	sream
攖	0814	c	?	yīng	'jieng
攗	0484	g	?	méi	kjunH
攘	0730	e	襄	rǎng	nyang
攘	0730	e	襄	rǎng	nyangX
攜	0880	c	巂	xié	hwej
攝	0638	e	聶	shè	syep
攟	0484	f	?	jùn	kjunH
攠	0017	j	?	mí	mje
攢	0153	l	?	zǎn	dzwanH
攣	0178	n	䜌	luán	ljwen
攤	0152	-	難	tān	than
攦	0878	d	?	lì	lejH
攩	0725	a'	黨	dǎng	thangX
攪	1038	i	覺	jiǎo	kaewX
攫	0778	b	矍	jué	kjwak
攬	0609	o	覽	lǎn	lamX
攭	1241	q	?	lì	lejH
攭	1241	q	?	lì	lejX
攭	1241	q	?	lì	lje
支	0864	a	支	zhī	tsye
攲	0001	d'	奇	qī	khje
攲	0001	d'	奇	qī	kje
收	1103	a	丩	shōu	syuw
攷	1041	j	丂	kǎo	khawX
攸	1077	a	𠈹	yōu	yuw
改	0936	a	己	gǎi	kojX
攻	1172	e	工	gōng	kuwng
放	0740	i	方	fàng	pjangX
放	0740	i	方	fàng	pjangH
政	0833	r	正	zhèng	tsyengH
敂	0108	k	句	kòu	khuwX
敂	0108	k	句	kòu	khuwH
敃	0457	g	民	mǐn	minX
敄	1109	h	矛	wù	mjuX
敄	1109	h	矛	wù	mjuH
故	0049	i	古	gù	kuH
效	1166	r	交	xiào	haewH
敉	0598	h	米	mǐ	mjieX
敏	1251	q	毎	mǐn	minX
救	1066	m	求	jiù	kjuwH
敓	0324	j	兌	duó	dwat
敔	0058	q	吾	yǔ	ngjoX
敕	0917	a	束	chì	trhik
敖	1130	a	??	áo	ngaw
敗	0320	f	貝	bài	baejH
敗	0320	f	貝	bài	paejH
敘	0082	o	余	xù	zjoX
教	1167	i	敎	jiào	kaewH
敜	0670	h	念	niè	nep
敝	0341	a	㡀	bì	bjiejH
敞	0725	m	尚	chǎng	tsyhangX
敢	0607	a	?	gǎn	kamX
散	0156	a	??	sàn	sanX
散	0156	a	??	sàn	sanH
敦	0464	p	𦎧	dūn	twoj
敦	0464	p	𦎧	dūn	twojH
敦	0464	p	𦎧	dūn	twon
敦	0464	p	𦎧	dūn	dwan
敫	1162	a	敫	jiǎo	kewX
敬	0813	a	茍	jìng	kjaengH
整	0833	t	正	zhěng	tsyengX
敵	0877	q	啻	dí	dek
敶	0373	d	陳	zhèn	drinH
敶	0373	d	陳	zhèn	drin
敷	0102	t'	旉	fū	phju
數	0123	r	婁	shù	srjuX
數	0123	r	婁	shù	srjuH
數	1207	a	婁	shù	sraewk
數	1207	a	婁	shù	tshjowk
敹	1245	d	敹	liáo	lew
敺	0122	d	區	qū	khju
敺	0122	d	區	qū	khjuH
敻	0167	g	奐	xiòng	xjwiengH
敻	0167	g	奐	xiòng	xwenH
敿	1138	k	喬	jiǎo	kjewX
斀	1224	o	蜀	zhuó	traewk
斁	0790	d	睪	yì	yek
斁	0790	d	睪	yì	tuH
斁	0790	d	睪	yì	duH
斂	0613	l	僉	liǎn	ljemX
斂	0613	l	僉	liǎn	ljemH
斃	0341	f	敝	bì	bjiejH
斄	0979	k	來	lí	li
斆	1038	d	𦥑	xiào	haewH
文	0475	a	文	wén	mjun
斐	0579	i	非	fěi	phjɨjX
斑	0190	c	辡	bān	paen
斔	0126	g	?	yǔ	yuX
斗	0116	a	𣁬	dòu	tsyuX
斗	0116	a	𣁬	dòu	tuwX
料	1245	c	料	liào	lew
料	1245	c	料	liào	lewH
斛	1225	f	角	hú	huwk
斝	0034	a	斝	jiǎ	kaeX
斞	0126	c	臾	yǔ	yuX
斟	0658	h	甚	zhēn	tsyim
斡	0140	l	倝	wò	'wat
斡	0140	l	倝	wò	kwanH
斡	0140	l	倝	wò	kwanX
斤	0443	a	斤	jīn	kjɨn
斤	0443	a	斤	jīn	kjɨnH
斥	0792	b	屰	chì	tsyhek
斧	0102	h	父	fǔ	pjuX
斨	0727	d	爿	qiāng	tshjang
斫	0795	k	石	zhuó	tsyak
斬	0611	a	斬	zhǎn	tsreamX
斮	0798	o	㫺	cuò	tsrjak
斯	0869	a	其	sī	sje
斯	0869	a	其	sī	sjeH
新	0382	k	𣐽	xīn	sin
斲	1235	b	𠁁	zhuó	traewk
斷	0170	a	𣃔	duàn	twanX
斷	0170	a	𣃔	duàn	dwanX
斷	0170	a	𣃔	duàn	twanH
斸	1224	t	屬	zhǔ	trjowk
方	0740	a	方	fāng	pjang
方	0740	a	方	fāng	pjangX
方	0740	a	方	fāng	bang
於	0061	e	於	yú	'u
於	0061	e	於	yú	'joH
於	0061	e	於	yú	'jo
施	0004	l'	也	shī	yeH
施	0004	l'	也	shī	sye
斿	1080	a	子	yóu	yuw
旁	0740	f'	方	páng	paeng
旁	0740	f'	方	páng	bang
旂	0443	p	斤	qí	gjɨj
旃	0150	c	丹	zhān	tsyen
旄	1137	c	毛	máo	maw
旅	0077	a	旅	lǚ	ljoX
旆	0501	d	巿	pèi	bajH
旉	0102	q'	甫	fū	phju
旊	0740	n	?	fǎng	pjangX
旋	0236	a	旋	xuán	zjwen
旋	0236	a	旋	xuán	zjwenH
旌	0812	v	生	jīng	tsjeng
旎	0563	e	?	nǐ	nrjeX
族	1206	a	族	zú	dzuwk
旐	1145	c	兆	zhào	drjewX
旒	1104	c	㐬	liú	ljuw
旗	0952	v	其	qí	gi
旛	0195	e	番	fān	phjon
旜	0148	k	亶	zhān	tsyen
旝	0321	e	會	kuài	kwajH
旞	0526	n	遂	suì	zwijH
旟	0089	l	與	yú	yo
无	0106	a	𣞤	wú	mju
旡	0515	a	?	jì	kjɨjH
既	0515	c	旡	jì	kjɨjH
旤	0018	g	?	huò	hwaX
日	0404	a	日	rì	nyit
旦	0149	a	旦	dàn	tanH
旨	0552	a	匕	zhǐ	tsyijX
早	1049	a	𣅼	zǎo	tsawX
旬	0392	a	旬	xún	zwin
旭	0992	x	九	xù	xjowk
旰	0139	f	干	gàn	kanH
旱	0139	s	干	hàn	hanX
旳	1120	i	勺	dì	tek
旹	0961	b'	?	shí	dzyi
旻	0475	n	文	mín	min
昂	0699	b	卬	áng	ngang
昃	0924	f	仄	zè	tsrik
昄	0262	n	反	bǎn	baenX
昄	0262	n	反	bǎn	paenX
昆	0417	a	昆	kūn	kwon
昇	0897	c	升	shēng	sying
昉	0740	j	方	fǎng	pjangX
昊	1042	a	夰	hào	hawX
昌	0724	a	昌	chāng	tsyhang
明	0760	a	明	míng	mjaeng
昏	0457	k	昏	hūn	xwon
易	0850	a	易	yì	yeH
易	0850	a	易	yì	yek
昔	0798	a	㫺	xī	sjek
昕	0443	h	斤	xīn	xjɨn
昜	0720	a	昜	yáng	yang
星	0812	x	生	xīng	dzjeng
星	0812	x	生	xīng	seng
春	0463	a	屯	chūn	tsyhwin
昧	0531	n	未	mèi	mwojH
昨	0806	s	乍	zuó	dzak
昬	0457	j	昏	hūn	xwon
昭	1131	m	召	zhāo	dzyew
昭	1131	m	召	zhāo	tsyew
昭	1131	m	召	zhāo	tsyewX
是	0866	a	昰	shì	dzyeX
昲	0500	r	?	fèi	phjɨjH
昴	1114	g	戼	mǎo	maewX
昵	0563	f	尼	nì	nrit
時	0961	z	寺	shí	dzyi
晅	0164	r	?	xuǎn	xjwonX
晅	0164	r	?	xuǎn	xjwon
晈	1166	x	?	jiǎo	kewX
晉	0378	a	㬜	jìn	tsinH
晏	0146	f	安	yàn	'aenH
晏	0146	f	安	yàn	'anH
晏	0146	f	安	yàn	'enH
晐	0937	m	亥	gāi	koj
晚	0222	h	?	wǎn	mjonX
晛	1250	e	見	xiàn	henH
晛	1250	e	見	xiàn	nenH
晝	1075	a	晝	zhòu	trjuwH
晞	0549	c	希	xī	xjɨj
晢	0287	j	折	zhé	tsyet
晢	0287	j	折	zhé	tsyejH
晣	0287	i	?	zhé	tsyet
晣	0287	i	?	zhé	tsyejH
晤	0058	l	吾	wù	nguH
晦	0947	t	毎	huì	xwojH
晧	1039	i	告	hào	kawX
晨	0455	h	辰	chén	dzyin
晨	0455	h	辰	chén	zyin
普	0072	a	竝	pǔ	phuX
景	0755	d	京	jǐng	kjaengX
晳	0857	c	?	xī	sek
晵	0588	j	啟	qǐ	khejX
晶	0820	a	晶	jīng	tsjeng
智	0863	b	知	zhì	trjeH
晻	0614	e	奄	àn	'omH
晻	0614	e	奄	àn	'omX
晻	0614	e	奄	àn	'jemX
晼	0260	i	?	wǎn	'jwonX
暇	0033	g	叚	xiá	haeH
暈	0458	c	軍	yūn	hjunH
暉	0458	j	軍	huī	xjwɨj
暋	0457	y	?	mǐn	minX
暋	0457	y	?	mǐn	xwon
暋	0457	y	?	mǐn	min
暍	0313	v	曷	yē	'jot
暑	0045	x	者	shǔ	syoX
暖	0255	j	爰	nuǎn	xjwonX
暖	0255	j	爰	nuǎn	xjwon
暗	0653	h	音	àn	'omH
暘	0720	h	昜	yáng	yang
暜	1241	k	竝	jìn	thejH
暠	1129	e	?	gǎo	kawX
暢	0720	v	昜	chàng	trhjangH
暨	0515	o	旣	jì	gijH
暫	0611	d	斬	zàn	dzamH
暬	0330	m	埶	xiè	sjet
暭	1040	e	?	hào	hawX
暮	0802	d	莫	mù	muH
暱	0777	n	匿	nì	nrik
暴	1136	a	㬥	bào	bawH
暴	1136	a	㬥	bào	buwk
暵	0144	a	𡏳	hàn	xanX
暵	0144	a	𡏳	hàn	xanH
暾	0464	s	𣀦	tūn	thwon
暿	0955	i	?	xǐ	xi
曀	0395	i	壹	yì	'ejH
曃	0509	e	?	dài	thojH
曆	0858	h	厤	lì	lek
曉	1164	f	堯	xiǎo	xewX
曏	0714	k	鄉	xiǎng	syangH
曏	0714	k	鄉	xiǎng	syangX
曏	0714	k	鄉	xiǎng	xjangH
曏	0714	k	鄉	xiǎng	xjangX
曐	0812	y	生	xīng	seng
曖	0508	b	愛	ài	'ojH
曙	0045	m'	署	shǔ	dzyoH
曜	1124	i	翟	yào	yewH
曝	1136	b	㬥	pù	bawH
曠	0707	o	廣	kuàng	khwangH
曡	1255	b	曡	dié	dep
曩	0730	k	襄	nǎng	nangX
曭	0725	b'	?	tǎng	thangX
曰	0304	a	曰	yuē	hjwot
曲	1213	a	𠚖	qū	khjowk
曳	0338	a	丿	yè	yejH
更	0745	a	㪅	gèng	kaeng
更	0745	a	㪅	gèng	kaengH
曷	0313	d	匃	hé	hat
書	0045	t	者	shū	syo
書	0045	p'	者	shū	trjak
曹	1053	a	𣍘	cáo	dzaw
曼	0266	a	曼	màn	manH
曼	0266	a	曼	màn	mjonH
曾	0884	a	曾	céng	dzong
曾	0884	a	曾	céng	tsong
替	1241	j	𤾕	tì	thejH
最	0325	a	最	zuì	tswajH
朁	0660	c	朁	cǎn	tshomX
會	0321	a	會	huì	kwajH
會	0321	a	會	huì	hwajH
朅	0313	m	曷	qiè	khjet
朅	0313	m	曷	qiè	khjot
月	0306	a	月	yuè	ngjwot
有	0995	o	又	yǒu	hjuwX
朋	0886	a	凡	péng	bong
朌	0471	q	?	fén	bjun
服	0934	d	𠬝	fú	bjuwX
服	0934	d	𠬝	fú	bjuwk
朔	0769	a	屰	shuò	sraewk
朕	0893	f	??	zhèn	drimX
朕	0893	f	??	zhèn	drinX
朗	0735	h	良	lǎng	langX
朘	0468	h'	夋	zuī	tswoj
望	0742	m	𦣠	wàng	mjangH
朝	1143	a	舟	cháo	trjew
朝	1143	a	舟	cháo	drjew
朞	0952	j	其	jī	ki
期	0952	k	其	qī	gi
朢	0743	d	𦣠	wàng	mjangH
木	1212	a	木	mù	muwk
未	0531	a	未	wèi	mjɨjH
末	0277	a	末	mò	mat
本	0440	a	本	běn	pwonX
札	0280	b	乙	zhā	'eat
札	0280	b	乙	zhā	tsreat
朮	0497	a	朮	shù	zywit
朱	0128	a	朱	zhū	tsyu
朴	1210	f	卜	pǔ	phaewk
朵	0010	a	朵	duǒ	twaX
朶	0010	b	朵	duǒ	twaX
机	0602	c	几	jī	kijX
朼	0565	b	?	bǐ	pjijX
朽	1041	m	丂	xiǔ	xjuwX
朿	0868	a	朿	cì	tshjeH
杀	0319	a	㣇	shā	tshajH
杅	0097	i	?	yú	hju
杇	0097	a'	亏	wū	'u
杌	0487	c	?	wù	ngwot
李	0980	a	子	lǐ	liX
杏	0749	a	口	xìng	haengX
材	0943	g	才	cái	dzoj
杓	1120	b	勺	biāo	dzyak
杕	0317	j	大	dì	dejH
杖	0722	b	丈	zhàng	drjangH
杖	0722	b	丈	zhàng	drjangX
杙	0918	e	弋	yì	yik
杜	0062	g	土	dù	duX
杝	0004	y	也	lí	ye
杝	0004	y	也	lí	drjeX
杞	0953	l	己	qǐ	khiX
束	1222	a	束	shù	syowk
杠	1172	u	工	gāng	kaewng
杪	1158	c	少	miǎo	mjiewX
杭	0698	e	亢	háng	hang
杯	0999	o	否	bēi	pwoj
東	1175	a	東	dōng	tuwng
杲	1244	c	杲	gǎo	kawX
杳	1245	b	杳	yǎo	'ewX
杵	0086	a	午	chǔ	tsyhoX
杶	0427	l	屯	chūn	trhwin
杻	1076	e	?	chǒu	nrjuwX
杼	0083	f	予	zhù	zyoX
杼	0083	f	予	zhù	drjoX
杼	0083	f	予	zhù	zyoH
松	1190	a	公	sōng	zjowng
板	0262	j	反	bǎn	paenX
极	0681	m	亟	jí	gjep
枅	0239	i	幵	jī	kej
枅	0239	i	幵	jī	ken
枇	0566	m	比	pí	pjijX
枉	0739	q	王	wǎng	'jwangX
枋	0740	k	方	fāng	pjang
枋	0740	k	方	fāng	pjaengH
枌	0471	m	分	fén	bjun
枎	0101	g	夫	fú	bju
枏	0622	l	冄	nán	nom
析	0857	a	斤	xī	sek
枑	0054	b	互	hù	huH
枓	0116	b	斗	dǒu	tsyuX
枕	0656	g	冘	zhěn	tsyimH
枕	0656	g	冘	zhěn	tsyimX
枖	1141	c	夭	yāo	'jew
林	0655	a	林	lín	lim
枘	0695	n	?	ruì	nywejH
枚	0546	a	攵	méi	mwoj
果	0351	a	果	guǒ	khwaX
果	0351	a	果	guǒ	kwaX
枝	0864	b	支	zhī	tsye
枯	0049	t	古	kū	khu
枲	0976	d'	台	xǐ	siX
枳	0865	e	只	zhǐ	tsyeX
枳	0865	e	只	zhǐ	kjieX
枵	1041	s	号	xiāo	xjew
枷	0015	c	加	jiā	kae
枷	0015	c	加	jiā	kaeH
枸	0108	o	句	gǒu	kjuX
枹	1113	k	包	bāo	bjuw
枻	0339	f	?	yì	yejH
枼	0633	a	枼	yè	yep
枿	0268	a	?	niè	ngat
柄	0757	h	丙	bǐng	pjaengH
柅	0563	c	尼	nǐ	nrijH
柅	0563	c	尼	nǐ	nrijX
柈	0181	j	?	bàn	ban
柎	0136	d	付	fū	bjuX
柎	0136	d	付	fū	pju
柎	0136	d	付	fū	buwX
柏	0782	j	白	bǎi	paek
某	0948	a	某	mǒu	muwX
柑	0606	j	甘	gān	gjem
染	0623	a	杂	rǎn	nyemH
染	0623	a	杂	rǎn	nyemX
柔	1105	a	矛	róu	nyuw
柘	0795	l	石	zhè	tsyaeH
柙	0629	f	甲	xiá	haep
柚	1079	b	由	yòu	drjuwk
柚	1079	b	由	yòu	yuwH
柜	0095	f	巨	guì	kjuX
柝	0792	f	㡿	tuò	thak
柞	0806	p	乍	zhà	tsraek
柞	0806	p	乍	zhà	tsak
柞	0806	p	乍	zhà	dzak
柢	0590	d	氐	dǐ	tejH
柢	0590	d	氐	dǐ	tejX
柢	0590	d	氐	dǐ	tej
柤	0046	i	且	zhā	tsrae
柩	0993	g	匛	jiù	gjuwH
柬	0185	a	柬	jiǎn	keanX
柯	0001	d	可	kē	ka
柰	0318	a	示	nài	najH
柱	0129	h	主	zhù	drjuX
柲	0405	j	必	bì	pijH
柲	0405	j	必	bì	pit
柳	1114	l	丣	liǔ	ljuwX
柴	0358	x	此	chái	dzjeH
柴	0358	x	此	chái	dzrea
柴	0358	x	此	chái	tsjeH
柶	0518	f	四	sì	sijH
柷	1025	f	祝	chù	tsyhuwk
柷	1025	f	祝	chù	tsyuwk
柹	0554	h	𪩲	shì	dzrijX
柿	0554	i	𪩲	shì	dzrijX
栅	0845	g	册	shān	tsrheak
栖	0594	f	妻	qī	sej
栗	0403	a	𣡼	lì	lit
栚	0893	j	灷	zhèn	drimX
栝	0302	i	𠯑	guā	kwat
栞	0139	o	幵	kān	khan
校	1166	i	交	xiào	haewH
校	1166	i	交	xiào	kaewH
校	1166	i	交	xiào	haewX
校	1166	i	交	xiào	kaewX
校	1166	i	交	xiào	haew
栩	0098	c	羽	xǔ	xjuX
株	0128	f	朱	zhū	trju
栫	0432	c	存	jiàn	dzenH
栭	0982	c	而	ér	nyi
栲	1041	o	考	kǎo	khawX
栵	0291	g	𠛱	liè	ljet
栵	0291	g	𠛱	liè	ljejH
核	0937	a'	亥	hé	heak
根	0416	b	𥃩	gēn	kon
格	0766	z	各	gé	kaek
格	0766	z	各	gé	haek
栽	0943	y	𢦒	zāi	dzojH
栽	0943	y	𢦒	zāi	tsoj
桀	0284	a	桀	jié	gjet
桀	0284	a	桀	jié	kjet
桁	0748	f	行	héng	haeng
桁	0748	f	行	héng	hang
桂	0879	d	圭	guì	kwejH
桃	1145	u	兆	táo	daw
案	0146	e	安	àn	'anH
桋	0551	j	夷	yí	yij
桎	0413	i	至	zhì	tsyit
桐	1176	e	同	tóng	duwng
桑	0704	a	桑	sāng	sang
桓	0164	f	亘	huán	hwan
桔	0393	o	吉	jú	ket
桮	0999	p	否	bēi	pwoj
桯	0835	y	呈	tīng	yeng
桴	1233	k	孚	fú	phju
桶	1185	p	甬	tǒng	thuwngX
桷	1225	d	角	jué	kaewk
桹	0735	i	良	láng	lang
桺	1114	m	丣	liǔ	ljuwX
桼	0401	a	桼	qī	tshit
梁	0738	a	刅	liáng	ljang
梃	0835	j	廷	tǐng	dengX
梄	1096	i	?	yǒu	yuwX
梄	1096	i	?	yǒu	yuwH
梅	0947	l	毎	méi	mwoj
梌	0082	y	?	tú	du
梏	1039	k	告	gù	kowk
梐	0566	b'	陛	bì	bejX
梓	0965	a	辛	zǐ	tsiX
梗	0745	e	㪅	gěng	kaengX
梜	0630	f	夾	jiā	kep
梜	0630	f	夾	jiā	kaep
條	1077	f	攸	tiáo	thew
條	1077	f	攸	tiáo	dew
梟	1070	m	䲷	xiāo	kew
梠	0076	e	呂	lǚ	ljoX
梡	0257	s	完	hún	khwanX
梢	1149	y	肖	shāo	sraew
梧	0058	m	吾	wú	ngu
梨	0519	h	𥝢	lí	lij
梩	0978	c	里	lí	li
梮	1214	d	?	jū	kjowk
梯	0591	l	弟	tī	thej
械	0990	d	戒	xiè	heajH
梱	0420	e	囷	kǔn	khwonX
梲	0324	n	兌	zhuó	tsywet
梴	0203	d	延	chān	trhjen
棃	0519	i	𥝢	lí	lij
棄	0535	a	𠫓	qì	khjijH
棅	0758	d	秉	bìng	pjaengH
棊	0952	t	其	qí	gi
棋	0952	u	其	qí	gi
棐	0579	e	非	fěi	pjɨjX
棓	0999	x	咅	bàng	phuwX
棓	0999	x	咅	bàng	buw
棖	0721	n	長	chéng	draeng
棗	1050	a	棗	zǎo	tsawX
棘	0911	a	棘	jí	kik
棚	0886	-	朋	péng	bong
棜	0061	g	?	yù	'joH
棟	1175	f	東	dòng	tuwngH
棠	0725	t	尚	táng	dang
棣	0509	f	隶	dì	dejH
棥	0263	a	棥	fán	bjon
棧	0155	d	戔	zhàn	dzreanX
棧	0155	d	戔	zhàn	dzrjenX
棧	0155	d	戔	zhàn	dzraenH
棫	0929	g	或	yù	hwik
棬	0226	d	?	quān	khjwen
棬	0226	d	?	quān	kwenH
森	0664	a	森	sēn	srim
棲	0592	l	妻	qī	sej
棷	0131	o	取	zōu	suwX
棺	0157	e	官	guān	kwan
棺	0157	e	官	guān	kwanH
棼	0471	r	分	fén	bjun
椀	0260	o	宛	wǎn	'wanX
椁	0774	e	郭	guǒ	kwak
椄	0635	f	妾	jiē	tsjep
椅	0001	g'	奇	yǐ	'je
椇	0121	e	?	jǔ	kjuX
椈	1017	d	匊	jú	kjuwk
椌	1172	b'	空	qiāng	khaewng
植	0919	e	直	zhí	dzyik
植	0919	e	直	zhí	driH
椎	0575	r	隹	chuí	drwij
椐	0049	t'	居	jū	khjo
椐	0049	t'	居	jū	kjoH
椑	0874	q	卑	bēi	bej
椒	1031	q	叔	jiāo	tsjew
椒	1031	q	叔	jiāo	tsew
椓	1218	c	豖	zhuó	traewk
椶	1177	c	㚇	zōng	tsuwng
椸	0004	n'	施	yí	ye
椹	0658	f	甚	shèn	trim
椽	0171	e	彖	chuán	drjwen
椿	0463	e	春	chūn	trhwin
楀	0099	e	禹	yǔ	kjuX
楂	0046	u'	?	zhā	tsrae
楄	0246	d	扁	pián	ben
楅	0933	l	畐	bī	pik
楅	0933	l	畐	bī	pjuwk
楊	0720	q	昜	yáng	yang
楎	0458	m	軍	huī	xjwɨjH
楓	0625	n	風	fēng	pjuwng
楔	0279	i	契	xiē	set
楖	0399	d	?	zhì	tsrit
楗	0249	h	建	jiàn	gjonX
楗	0249	h	建	jiàn	kjonX
楘	1109	r	敄	mù	muwk
楙	1109	d	矛	mào	maw
楚	0088	a	疋	chǔ	tsrhjoX
楛	0049	h'	苦	hù	huX
楣	0567	f	眉	méi	mij
楨	0834	l	貞	zhēn	trjeng
楩	0221	b	?	pián	bjien
楩	0221	b	?	pián	bjenH
楫	0688	h	咠	jí	tsjep
楬	0313	o	曷	jié	gjet
楬	0313	o	曷	jié	khaet
業	0640	a	業	yè	ngjaep
楮	0045	i	者	chǔ	tuX
楮	0045	i	者	chǔ	trhjoX
楯	0465	b	盾	dùn	dzywinX
楯	0465	b	盾	dùn	dwonX
楰	0126	d	臾	yú	yuX
極	0910	e	亟	jí	gik
楷	0599	e	皆	kǎi	kheajX
楸	1092	b	秋	qiū	tshjuw
楹	0815	c	盈	yíng	yeng
概	0515	k	旣	gài	kojH
榆	0125	g	兪	yú	yu
榑	0102	v'	尃	fú	bju
榖	1226	h	𣪊	gǔ	kuwk
榘	0095	e	矩	jǔ	kjuX
榛	0380	f	秦	zhēn	tsrin
榜	0740	p'	㫄	bǎng	paengH
榣	1144	h	䍃	yáo	yew
榦	0140	e	倝	gàn	kanH
榬	0256	d	?	yuán	hjwon
榭	0807	e	䠶	xiè	zjaeH
榮	0843	d	熒	róng	hjwaeng
榱	0355	d	衰	cuī	srwij
榶	0700	d	?	táng	dang
榼	0642	t	盇	kē	khap
槀	1129	k	高	gǎo	kawX
槀	1129	k	高	gǎo	khawX
槁	1129	j	高	gǎo	kawX
槁	1129	j	高	gǎo	khawX
槃	0182	d	般	pán	ban
槈	1223	e	辱	nòu	nuwH
構	0109	g	冓	gòu	kuwH
槍	0703	i	倉	qiāng	tshjang
槎	0005	h	𢀩	chá	dzraeX
槎	0005	h	𢀩	chá	dzrae
槐	0569	i	鬼	huái	hwoj
槐	0569	i	鬼	huái	hweaj
槢	0690	c	習	xí	zip
槨	0774	f	郭	guǒ	kwak
槬	0043	l	?	huà	hwaeH
槮	0647	g	參	sēn	srim
槮	0647	g	參	sēn	tsrhim
槱	1096	j	酉	yǒu	yuwX
槱	1096	j	酉	yǒu	yuwH
槷	0330	h	?	niè	nget
槹	1040	c	皐	gāo	kaw
樂	1125	a	樂	lè	lak
樂	1125	a	樂	lè	ljewH
樂	1125	a	樂	lè	ngaewH
樂	1125	a	樂	lè	ngaewk
樅	1191	i	從	cōng	tshjowng
樅	1191	i	從	cōng	tsjowng
樊	0263	b	棥	fán	bjon
樓	0123	k	婁	lóu	luw
樕	1222	p	欶	sù	suwk
樗	1242	b	雩	chū	trhjo
標	1157	d	𤐫	biāo	pjiew
樛	1069	h	翏	jiū	kjiw
樝	0046	s'	虘	zhā	tsrae
樞	0122	q	區	shū	tsyhu
樞	0122	q	區	shū	'uw
樟	0723	f	章	zhāng	tsyang
樠	0183	e	㒼	mán	mjon
樠	0183	e	㒼	mán	manH
樠	0183	e	㒼	mán	man
樠	0183	e	㒼	mán	mwon
模	0802	j	莫	mó	mu
樧	0319	f	?	shā	sreat
樧	0319	f	?	shā	srjet
樲	0564	i	貳	èr	nyijH
樴	0920	e	戠	zhí	tsyik
樴	0920	e	戠	zhí	dok
樵	1148	i	𤊙	qiáo	dzjew
樸	1211	g	菐	pǔ	phuwk
樸	1211	g	菐	pǔ	buwk
樸	1211	g	菐	pǔ	puwk
樹	0127	j	尌	shù	dzyuX
樹	0127	j	尌	shù	dzyuH
樺	0044	-	華	huà	hwaeH
樽	0430	i	尊	zūn	tswon
樿	0147	s	單	shàn	dzyenH
樿	0147	s	單	shàn	tsyenX
橁	0392	u	筍	chūn	trhwin
橁	0392	u	筍	chūn	swin
橈	1164	p	堯	ráo	nraewH
橈	1164	p	堯	ráo	nyew
橋	1138	g	喬	qiáo	gjew
橋	1138	g	喬	qiáo	kjewX
橋	1138	g	喬	qiáo	kjewH
橐	0795	p	石	tuó	thak
橑	1151	s	尞	lǎo	lew
橑	1151	s	尞	lǎo	lawX
橘	0507	g	矞	jú	kjwit
橛	0301	j	?	jué	gjwot
橜	0301	k	厥	jué	gjwot
機	0547	c	幾	jī	kjɨj
橡	0728	f	象	xiàng	zjangX
橢	0011	c	隋	tuǒ	thwaX
橧	0884	e	?	zēng	tsong
橫	0707	m	黃	héng	hwaeng
橫	0707	m	黃	héng	kwangH
橭	0049	g'	?	gū	khu
橭	0049	g'	?	gū	ku
檀	0148	e	亶	tán	dan
檃	0499	b	隱	yǐn	'jɨnX
檉	0835	c'	聖	chēng	trhjeng
檍	0957	g	意	yì	'ik
檐	0619	g	詹	yán	yem
檖	0526	h	?	suì	zwijH
檜	0321	i	會	guì	kwajH
檜	0321	i	會	guì	kwat
